timestamp,lat,lon,altitude,velocity_lat,velocity_lon,accel_lat,accel_lon
6.539831591304392,-0.0011911599124014513,0.002691996143928333,0.7814945147838444,-0.00015594025478197715,2.7835690678899365e-05,6.08548892493189e-08,2.4240683692011293e-08
6.559695893665776,-0.0011958375644426026,0.0026884283491109087,1.2196085571777076,-0.0002350922895985709,-0.0001785977324309916,-1.5160957568226598e-06,-4.088274151323883e-06
6.579013654729351,-0.0011942168916573182,0.002686274319878479,-0.36777878529392183,-4.21746348675775e-05,-0.00013802125763944098,0.00024279231672841617,5.1077831994593235e-05
6.5997699106810614,-0.0011946836608576067,0.002687993421425829,0.6608393203932792,-3.208407141842475e-05,-2.4834829680625892e-05,5.199491253531535e-05,0.0005826426740376033
6.619176317588426,-0.0011983539255839117,0.0026920586382292023,0.23761578323319554,-0.00010655439849763422,8.627929683632878e-05,-0.0007071045300381156,0.001055135480042119
6.639043714501895,-0.0011964775614418124,0.002691691286479504,0.19476262317039073,-4.315760398051655e-06,3.2988815428725495e-05,0.0011684442403056652,-0.0006089922266463915
6.660293101216666,-0.0011980483586628097,0.0026892523841748864,0.4097694572992623,-4.162841220427446e-05,-4.6222185868935374e-05,-0.0004181106309636405,-0.0008876865726584496
6.680451972060837,-0.0011977584270605971,0.0026866983772551164,1.3440756271593273,-1.4788844527076765e-05,-8.478142061185755e-05,0.00027773162395646525,-0.0003989165944761085
6.699408859829418,-0.0011987663107609489,0.00268515757452707,0.6342652994208038,-3.09047171162568e-05,-8.331036239289723e-05,-0.0001527756801228861,1.3969821919532995e-05
6.719567920896225,-0.001199882256993561,0.002689154667048754,0.21245175343938172,-4.0933451769236206e-05,3.219008445647736e-05,-8.633358171094129e-05,0.0009948981050643278
6.739158582058735,-0.0011962413170816992,0.002687458321220106,0.5621694114524871,4.216191449609916e-05,-1.1330710887438842e-05,0.0006539531868340184,-0.00034245737238940605
6.760229886858724,-0.001192763883985627,0.002685658947082535,0.536976296454668,8.642598584481924e-05,-3.8011290168613664e-05,0.00031751487104408004,-0.00019133334476667923
6.7788981046760455,-0.001195752767318854,0.002684833979310994,0.729680243646726,1.3324855547222365e-05,-3.984333588661241e-05,-0.0004861133569624311,-1.2162965265704562e-05
6.799388294923119,-0.0011946969064077525,0.0026832583294292504,-0.15532505046576262,2.4855858752153645e-05,-5.1025565432668474e-05,7.101995608834977e-05,-6.879914168435671e-05
6.821094844839536,-0.0011933546117279157,0.002684009462718604,0.4170135552994907,3.579415705748164e-05,-2.570101532164256e-05,6.231503447218303e-05,0.00014417084958355834
6.84127284202259,-0.0011927236509146123,0.002683078361637218,0.6660545985214412,3.4633237759704034e-05,-3.095098133316475e-05,-6.122058798010967e-06,-2.7909165953368987e-05
6.862478156923316,-0.0011917881847638334,0.0026840562402528157,1.10522386059165,3.702906012489051e-05,-1.1486332267846305e-05,1.1981867526805732e-05,9.692567898983143e-05
6.880957733956166,-0.001192316562118322,0.002686548477164689,0.8586762808263302,2.3340368524581304e-05,1.9045148702340167e-05,-6.453951703585922e-05,0.00014409586764736754
6.900768725317903,-0.0011938200742214987,0.002685546478099715,0.6921697789803147,2.283435136016061e-06,4.2710501634092866e-06,-9.409566477945119e-05,-6.603675362476214e-05
6.920335752307437,-0.0011964691921636083,0.0026870525940004193,0.05916936043649912,-2.517613714699767e-05,1.877292746801773e-05,-0.00011665633229666841,6.165990166691721e-05
6.940959942177869,-0.001194371653285445,0.002687342955368795,0.9073745894711465,1.9861878554949648e-07,1.7834608444657954e-05,0.00010251622314446835,-3.7665955518572614e-06
6.959608132368885,-0.0011943716967192661,0.0026885887606274057,-0.07541406387463212,1.648798741869914e-07,2.630951403470161e-05,-7.395591578863446e-08,3.2766213496199755e-05
6.979009569506161,-0.0011944914694805768,0.0026887187239886313,-0.12631319533102214,-9.273857655715413e-07,2.292709885739741e-05,-3.982875792701888e-06,-1.248594724038246e-05
6.999341744580306,-0.0011938778065178363,0.0026890052837475536,0.3986619294155389,4.459992301627173e-06,2.1398172062291556e-05,1.9115661571725092e-05,-5.386467725521205e-06
7.0209285515593365,-0.0011942818716615842,0.002689267559307326,0.4436749096494168,3.8705176277271534e-07,1.9773018900602497e-05,-1.3708270715149157e-05,-5.4697643344117505e-06
7.0393832916161045,-0.001196166447407341,0.0026901367025972257,0.41317319869995117,-1.443617023966021e-05,2.3724839364996892e-05,-4.819813653099286e-05,1.2887485871791e-05
